vehicle_id,route_id,trip_id,stop_id,direction_id,current_status,current_stop_sequence,label,latitude,longitude,speed,bearing,updated_at
y1853,504,71467199,988,0.0,IN_TRANSIT_TO,10.0,1853,42.35622,-71.184495,,71.0,2025-12-09 13:01:46+00:00
y3298,747,71375268,1780,1.0,IN_TRANSIT_TO,15.0,3298,42.339053,-71.107033,,,2025-12-09 13:01:46+00:00
y1442,131,71996577,9071,1.0,STOPPED_AT,1.0,1442,42.468948,-71.074142,,,2025-12-09 13:01:51+00:00
y1794,23,71468391,483,0.0,STOPPED_AT,24.0,1794,42.293807,-71.071928,,180.0,2025-12-09 13:01:55+00:00
y1842,501,71465966,173,0.0,IN_TRANSIT_TO,6.0,1842,42.3506,-71.072434,,261.0,2025-12-09 13:01:56+00:00
y3112,116,71825907,5761,0.0,IN_TRANSIT_TO,20.0,3112,42.407422,-71.014084,,12.0,2025-12-09 13:01:53+00:00
y2052,111,71993953,8309,0.0,STOPPED_AT,1.0,2052,42.36232,-71.05697,,135.0,2025-12-09 13:01:27+00:00
y1404,95,71997811,2714,1.0,IN_TRANSIT_TO,30.0,1404,42.38721,-71.079202,,143.0,2025-12-09 13:01:56+00:00
y1449,106,71997736,5395,1.0,IN_TRANSIT_TO,25.0,1449,42.418073,-71.065454,,174.0,2025-12-09 13:01:54+00:00
y3319,450,71826253,37150,1.0,STOPPED_AT,1.0,3319,42.52461,-70.89724,,45.0,2025-12-09 13:00:59+00:00
ynk315,Shuttle-Generic,BL-107263042,,,IN_TRANSIT_TO,,315,42.252374,-71.038456,,169.0,2025-12-09 13:01:57+00:00
y3314,116,71825596,5715,1.0,STOPPED_AT,12.0,3314,42.404944,-71.016401,,,2025-12-09 13:01:57+00:00
y1201,39,72039545,178,0.0,IN_TRANSIT_TO,3.0,1201,42.349806,-71.075401,,246.0,2025-12-09 13:01:52+00:00
y1733,708,71465253,11802,0.0,IN_TRANSIT_TO,8.0,1733,42.338324,-71.097006,,,2025-12-09 13:01:42+00:00
y3253,57,71375079,920,1.0,STOPPED_AT,19.0,3253,42.349635,-71.148539,,61.0,2025-12-09 13:01:57+00:00
y1974,109,71994411,7417,0.0,STOPPED_AT,40.0,1974,42.43259,-71.02411,,0.0,2025-12-09 13:01:27+00:00
y1630,35,72093890,785,1.0,STOPPED_AT,19.0,1630,42.28743,-71.152561,,,2025-12-09 13:01:42+00:00
y1795,10,71467157,27,0.0,IN_TRANSIT_TO,33.0,1795,42.335709,-71.031478,,87.0,2025-12-09 13:01:52+00:00
y1765,44,71466546,17863,0.0,STOPPED_AT,1.0,1765,42.336608,-71.088726,,232.0,2025-12-09 13:01:56+00:00
y2113,77,71695004,2273,0.0,IN_TRANSIT_TO,12.0,2113,42.39948,-71.132806,,294.0,2025-12-09 13:01:54+00:00
y2064,112,71993438,5597,0.0,IN_TRANSIT_TO,28.0,2064,42.403392,-71.038568,,99.0,2025-12-09 13:02:00+00:00
y1674,33,72095309,6522,1.0,IN_TRANSIT_TO,9.0,1674,42.258278,-71.140004,,319.0,2025-12-09 13:01:50+00:00
